COD;NOME_LOCAL;COD_LOCAL;NIVEL
289305;MEX-2.BDA INF SL;1136;P
289495;EXT-SUP JUAZEIRO;8485;P
289500;EXT-SUP DIVINOPOLIS;8487;P
289505;EXT-SUP LONDRINA;8488;P
289510;EXT-SUP PASSO FUNDO;8490;P
289515;EXT-SUP RIO CAPITAL;8491;P
289525;EXT-SUP SINOP;8499;P
289550;SEBRAE-AP;4544;P
289555;PREF.MUN.PENAFORTE;640;P
289595;12.BAT.POL.MIL-PR;1534;P
289610;TRE-CE;3253;P
289665;QSQ-C.PENITENCIARIO;3263;P
289830;PM-ANTONIO OLINTO;655;P
289855;SOP 24 DE MAIO;4866;P
289920;ALT-MARCO ZERO;3237;P
289940;ALT-MONTESE;4732;P
290010;SAUDADE IGUACU;842;P
290035;SEFAZ-BARROS REIS;1217;P
290040;PREF.MUN.BEQUIMAO;566;P
290060;ALT-URCA;4684;P
290135;ALT-TRT-SP-CONSOLACA;4852;P
290170;ALT-NAZARE;1882;P
290195;ALT-SHOPPING BARRA;4870;P
290210;ALT-FORCAS ARMADAS;4883;P
290235;ALT-CASA AMARELA;4890;P
290305;ALT-COHAMA;1878;P
290330;SOP-RUA 13 DE MAIO;8721;P
290400;SOP-INDEPENDENCIA;5668;P
290405;SOP-COMENDAD.ARAUJO;5712;P
290425;SOP-COPACABANA;9012;P
290440;SOP-AV.BRASIL;4840;P
290445;SOP-FREGUESIA DO O;5717;P
290495;SOP-DOM BOSCO;4828;P
290500;SOP-PRACA 1817;8347;P
290505;SOP-RIBEIRA;4833;P
290515;SOP-AVENIDA GOIAS;4834;P
290520;SOP-IGUATEMI F.SANTA;4821;P
290525;ALT-TJ-MG;4888;P
290540;SOP-CINELANDIA;4812;P
290595;SOP-UNESP BOTUCATU;8341;P
290615;SOP-ST.BANCARIO SUL;4811;P
290620;SOP RETA DA PENHA;7816;P
290635;LAGO NORTE QI 3/4;1419;P
290645;MEX-29.B I B;8376;P
290650;SOP-VILA CARRAO;4994;P
290665;SOP-JAGUARE-SP;7832;P
290670;SOP-AV.DJALMA BATIST;4838;P
290685;SOP-CASA FORTE;4844;P
290700;SOP-CAJAZEIRAS;5718;P
290705;SOP-AV.PONTES VIEIRA;7800;P
290710;SOP-SOBRADINHO-BSB;7801;P
290715;ETC-EXECUTIVE TRADE;7802;P
290745;PM-DIAMANTE DO SUL;1350;P
290760;OURIZONA;773;P
290770;SOP-JULIO CASTILHOS;7810;P
290780;SOP-DOCA;7812;P
290785;SOP-XEREM;7814;P
290805;SOP-R. J.PATROCINIO;7818;P
290810;SOP-IMIGRANTES-SC;7819;P
290820;SOP-PASSO DA AREIA;7821;P
290835;SOP-CUMBICA;7824;P
290845;SOP-VILA OLIVEIRA;7826;P
290850;SOP-VILA YARA;7827;P
290855;SOP-RUDGE RAMOS;7829;P
290875;SOP-JOAO PAULO;8392;P
290920;SOP-GONZAGA;8384;P
290930;SOP-TRT-SP-BAURU;8337;P
290940;SOP-MAXI SHOPPING;8350;P
290950;SOP-NOVA REDENTORA;8387;P
290955;SOP-WASHINGTON LUIZ;8373;P
291020;SOP-PARQUE D CRIANCA;8717;P
291025;SOP FORUM GOV.VALAD;8465;P
291070;FIESP 2;1812;P
291130;SOP-GENERAL VALADAO;8330;P
291140;POL.MIL.PALMAS;8364;P
291190;MARQUES DE POMBAL;763;P
291195;CORREIO GEOP;7808;P
291210;FORUM ARUJA;1476;P
291240;SOP-TRT-MOSSORO;8360;P
291245;SOP-MARINGA VELHO;8359;P
291270;SOP-AV.TIRADENTES;8351;P
291285;SOP-AV.WEIMAR TORRES;8346;P
291295;SOP-PRES.DUTRA;8370;P
291310;SOP-EMBRAER F-68;8391;P
291325;ALT-ALESC;4772;P
291390;HOS.LAURO SOUZA LIMA;6533;P
291395;CPI 1-S.JOSE CAMPOS;6565;P
291400;HOSP.REGIONAL ASSIS;6570;P
291430;33.BAT.POL.MIL-SP;6621;P
291445;ZAKI NARCHI;6804;P
291535;SOP- FCO BOA VISTA;7837;P
291545;SOP-TUPY FUNDICOES;7840;P
291580;SOP-R.LOBO DA COSTA;8368;P
291585;SOP-B.ANITA GARIBALD;8348;P
291595;SOP-AMOREIRAS;7850;P
291620;BR-POSTO TREVO;396;P
291715;GRAFICA TJ;1204;P
291720;NOVA VICOSA;4491;P
291755;FORUM IPIRANGA-SP;1203;P
291880;PREF.MUN.ZORTEA;644;P
292040;DIREO/GEGOV;9990;P
292090;UCR/GECAP;8595;P
292095;DIJUR/GEREX COGIP;8553;P
292100;DIRIS/GERIC;9599;P
292110;DIGOV/GEPIN;8593;P
292115;DIPES/GER EST. CULT.;8559;P
292140;DIOPE/RELACIONAMENTO;9868;P
292145;TESOU/TRADING/TPRIV;8555;P
292150;DIRAG/GETAC;8596;P
292160;DIMEP/OPERACOES AGIL;9880;P
292165;DICOI/GEGRC;9572;P
292185;DICRE/DIV ATA IF;8624;P
292210;COGER/GESUB SUBSI 2;9568;P
292235;USI/DIV APOIO GES;8896;P
292245;AUDIT/GEREX ND,TI,IA;8150;P
292260;CENOP S BSB/ESPEC 2;1903;P
292280;CENOP S CTB/OFICIOS;1915;P
292295;CENOP N CTB/OPERA 3;1962;P
292300;CENOP N AGRO/OPERA2;1900;P
292305;SOP-TRT-ARACATUBA;8331;P
292310;SOP-CSN-V.REDONDA;8401;P
292315;CESUP FORNEC/FORN 34;7417;P
292320;CECAR/INTERCAMBIO 1;8967;P
292325;GECOI SP I/SETOR IV;9574;P
292330;GECOI/MG-ARBITRAGEM;9585;P
292345;GERAG DF/PLAT. BELEM;8038;P
292350;GERAG PR/PLAT FLORIP;8039;P
292355;GERAG SP/UBERLANDIA;8037;P
292375;AJURE BA/SUP.JUR.TER;8663;P
292380;AJURE CE/SUP.JUR.TER;8653;P
292385;AJURE DF/SUP.JUR.TER;8648;P
292390;AJURE GO/SUP.JUR.EST;8654;P
292395;CCBB RJ/NUCLEO IV;8244;P
292410;AJURE MG/SUP.JUR.TER;8647;P
292415;AJURE PA/SUP.JUR.CV;8646;P
292420;AJURE PE/SUP.JUR.CIV;8660;P
292425;AJURE PR/SUP.JUR.TRA;8651;P
292430;AJURE RJ/CT/SJ ESTR.;8662;P
292440;AJURE SP/SJ DIR.PRIV;8665;P
292445;CENOP N PF/IMOBCON8;3901;P
292455;GEPES SP NO/SESMT-SP;8451;P
292460;GEPES NO/SESMT - PA;8927;P
292475;CESUP SUP/SETAP;7419;P
292485;GECOR EST BSB M02;4908;P
292530;PDN/CEDULA RETIDA;4804;P
292555;CENOP N BH/CTA PJ 2;1908;P
292620;GECOR ING RPRETO M03;4968;P
292685;PSV BHZ/S 2;9404;P
292695;PSV SAO PAULO/S 3;8355;P
292700;CENOP S CTB/CALC 4;9996;P
292780;PM-TABAI-RS;671;P
292790;EXT-SUP ANAPOLIS;8486;P
292795;EXT-SUP PETROLINA;8489;P
292800;EXT-SUP SOBRAL;8495;P
292805;EXT-SUP SANTAREM;8501;P
292810;UNESP-FEG;6513;P
292845;HCPA-III;4613;P
292880;A.C.QUITERIANOPOLIS;1155;P
292950;CENOP S BSB/AUSENCIA;8583;P
292995;A.C.JOAQUIM PIRES PI;2048;P
293015;CESUP PLAT SP/GPRED;9099;P
293050;GERAC/MPE/SETOR II;9969;P
293065;CUIABA PRIVATE;8708;P
293085;REG CORP BANK MG;9513;P
293095;A.C.S.J.COROA GRANDE;710;P
293155;DICOR/ESTR CLIENTES;8590;P
293160;SOP ESTILO MOEMA;5696;P
293165;SOP FORD TAUBATE;7843;P
293170;SOP NOVA IMPERATRIZ;8719;P
293175;SOP AVENIDA VP 8;8718;P
293180;SOP BAIRRO JUNDIAI;8339;P
293200;DISEC/DESIGN SUPRIM;8558;P
293210;REG CORP BANK SP I;9515;P
293215;DITEC/GDIGI/D1;9909;P
293270;CYBER/GER PREV CIBER;9548;P
293280;TMP-ALT-UFMG;8619;P
293305;CENOP ATEND/RJ E ES;4797;P
293315;FORUM RIBEIRAO BONIT;154;P
293330;GPRED/AUT. PROC. DC;9087;P
293360;GESIN SP VIGILANCIA;8432;P
293365;GECOR VR REC JUD M03;4978;P
293380;DINED/PLATAFORMA WEB;9897;P
293385;GEPES CO/SESMT - GO;8443;P
293395;GEPES RS/SESMT RS;8934;P
293415;GEPES CO II/SESMT-MT;8442;P
293435;DIOPE/DESIGN E AUT;9600;P
293440;FORUM DESCALVADO;918;P
293445;FORUM ITUVERAVA;156;P
293455;FORUM MATAO;134;P
293460;FORUM LEME;766;P
293465;FORUM SERRANA;3375;P
293470;TMP-IMESP;3327;P
293480;FORUM AGUDOS;631;P
293485;FORUM GALIA;290;P
293490;FORUM SAO ROQUE;523;P
293495;FORUM MAIRIPORA;2258;P
293505;TMP-BAT.POL.MIL.OURI;379;P
293510;FORUM ESPIRITO STO;474;P
293515;FORUM IGARAPAVA;419;P
293520;FORUM JAGUARIUNA;2200;P
293525;TMP-SENAC-RJ;2810;P
293530;FORUM PRES.EPITACIO;971;P
293555;SOP-MINEIROS TIETE;4970;P
293565;SOP-FORUM ARUJA;7978;P
293570;SOP-TRT PONTA GROSSA;8019;P
293575;SOP-FOR.PINDAMONHAGA;8856;P
293580;SOP-EST.RONDONOPOLIS;8901;P
293585;SOP-CANAA;7402;P
293590;SOP-MONTE MOR;7401;P
293595;SOP ESTIVA GERBI;7410;P
293600;SOP-LITORAL NORTE-BA;7450;P
293610;SOP-TABOAO DA SERRA;7849;P
293615;SOP-AV.SANTOS NEVES;8388;P
293620;SOP-ELOI MENDES;8028;P
293625;SOP-S.SEBAST. GRAMA;8097;P
293630;SOP-AV.OSVALDO ARANH;8744;P
293640;SOP-SAO PEDRO ALDEIA;8739;P
293645;SOP-TEUTONIA;8738;P
293650;SOP-PRACA RAUL LEME;8741;P
293660;SOP-CANDIDO MOTA;8763;P
293665;SOP-CONSELH. PAULINO;8773;P
293670;SOP-FLORIDA PAULISTA;8765;P
293675;SOP-GRAVATAL;8752;P
293680;SOP-MEX 4.B E CNST;8764;P
293690;SOP-MONTE SIAO;8799;P
293695;SOP-RUA GOIAS;8796;P
293700;SOP-SANTA HELENA;8839;P
293705;SOP-CARIRI SHOPPING;8842;P
293715;SOP-DESCALVADO;8855;P
293720;SOP-FAXINAL DOS GUED;8857;P
293735;SOP-JUNQUEIROPOLIS;8874;P
293740;SOP-PRAIA NORTE EMPR;8862;P
293750;SOP-ARARUNA-PR;8908;P
293755;SOP-IPUA;8900;P
293760;SOP-JARDIM INGA;8877;P
293765;SOP-MAIRIPORA;8898;P
293770;SOP-MELEIRO;8904;P
293775;SOP-PETROBR.PAULINIA;8897;P
293780;SOP-SANTA LUZIA;8917;P
293785;SOP-V.GDE PAULISTA;8886;P
293790;SOP-ANA LUCIA;8907;P
293795;SOP-PETROBRAS-RLAM;8963;P
293805;SOP-STA CRUZ PALMEIR;8950;P
293810;SOP-BARRINHA;8953;P
293815;SOP-SERRA D CARAJAS;8949;P
293820;SOP-TMP-FOR.BATATAIS;8961;P
293825;SOP-TMP-FOR.ITAPOLIS;8851;P
293840;SOP-DEO-TAQUARITINGA;8887;P
293845;SOP-HOLAMBRA;8895;P
293850;SOP-MACATUBA;8959;P
293855;SOP-PETRO ARAUCARIA;8894;P
293860;SOP-POJUCA;8890;P
293865;SOP-TMP FOR.ORLANDIA;8723;P
293870;SOP-F.STA.CRUZ.R.P.;8962;P
293880;AV.RODRIGUES ALVES;1252;P
293885;CESUP INF N/ENGE 1;7418;P
293905;AV.ROOSEVELT-DRACENA;373;P
293925;SOP-SHOP. RIO VERDE;8759;P
293930;SOP-NOVA BEBEDOURO;8906;P
293950;BACEN-DRC;3184;P
294000;GCASH MIDDLE CURITIB;9734;P
294015;FORUM CAPIVARI;699;P
294020;FORUM ANGATUBA;1441;P
294035;TJ-SP MAGISTRADO;6813;P
294045;UCI/FUND OPERAC ESTR;9797;P
294060;GCASH MPE SP CAP IV;9731;P
294075;SOP-S.PEDRO DA UNIAO;8951;P
294080;SAO DOMINGOS NORTE;806;P
294085;SUPER ADM/COMUNICA;9009;P
294090;ALT-ITAMARATY;1403;P
294095;PLT CORP BK VIT CONQ;3429;P
294100;PLT-4270 SINOP;3834;P
294120;TRT-SP-PJUD-GUARULHO;6761;P
294125;GECOI PE/AP. IRREG 1;9589;P
294130;EXT GEREC IV;7974;P
294145;ENSP ATENDIMENTO I;9003;P
294155;CENOP A C SP/AT PJ 1;2841;P
294165;SOP-AV.DR.MAGALHAES;4874;P
294170;SOP-ABREU E LIMA;4923;P
294175;SOP-CHOPINZINHO;4974;P
294180;SOP-FOR.ESPIRITO STO;4963;P
294185;SOP-CAFELANDIA;4929;P
294190;SOP-FORUM CONCHAS;4900;P
294195;SOP-GUAIRA;4961;P
294200;SOP-HERVAL D OESTE;7848;P
294205;SOP-IMPERADOR;4933;P
294210;SOP-NOVA ESPERANCA;4938;P
294215;SOP-PETRO.-PQ.TUBOS;4934;P
294225;SOP-PM-FC.BELTRAO-CI;4977;P
294230;SOP-SERTANEJA;4975;P
294240;SOP-PREF.MUN.XAMBRE;4979;P
294245;SOP-TOCANTINS;4906;P
294250;SOP-SALTO DO LONTRA;4946;P
294255;SOP-PONTE DA AMIZADE;4945;P
294265;PLT CORP BK SORRISO;4205;P
294270;SOP-FORUM BH;5711;P
294275;DIRAV/GER. AGRONEG.;9220;P
294285;UAC/ESTR ATEND GEST;9010;P
294305;EXT-SUP PF SP CAP N.;9007;P
294310;EXT-SUP PJ RJ-ES;9008;P
294315;EXT-SUP S PUB SE II;8481;P
294320;EXT-SUP RR;8494;P
294325;PJ-0360 MANDAGUARI;7631;P
294330;PJ-0876 TAPEJARA;92;P
294340;PJ-0542 ARAPIRACA;1523;P
294345;PJ-2864 ACESITA;2877;P
294350;PJ-1762 CATU;2976;P
294355;PJ-0460 ANGRA REIS;3082;P
294360;PJ-0861 MIRACEMA;3127;P
294365;PJ-1268 SANTA RITA;3204;P
294370;PJ-2357 NOVA VENEZA;3226;P
294375;PJ-2048 ESPERANTINA;4249;P
294380;PJ-1035 CANINDE;4293;P
294385;PJ-0892 APODI;4687;P
294390;PJ-3030 CAFELANDIA;4693;P
294395;PJ-1332 PERDIZES-MG;5874;P
294400;PJ-3622 VIANOPOLIS;5886;P
294405;PJ-0413 MOCOCA;6504;P
294410;PJ-0182 IRATI;7632;P
294425;PJ-0105 PARAGUACU PT;7652;P
294430;PJ-1596 SANT.PARNAIB;9894;P
294435;SOP-PRES.VENCESLAU;8915;P
294440;GECOI/PR SIM 1;9588;P
294485;ALT-SILVANIA;8617;P
294495;ESC POA/PLT CAXIAS S;9040;P
294500;ESC CWB/PLT JOINVILL;9038;P
294505;ESC VAR/PLT CAMPINAS;9042;P
294510;ESC BHZ/PLT DIVINOPO;9036;P
294515;ESC RJ/PLT SALVADOR;9041;P
294520;ESC ATA/PLT CAMPINAS;9035;P
294530;FORUM GUARULHOS-FAMI;636;P
294535;EXT-SUP PF NE I;8515;P
294540;EXT-SUP PJ NORTE;9942;P
294550;CESUP REDE BSB/AREA;9090;P
294555;AGR-GUARARAPES;7084;P
294560;AGR-CARAMBEI;5029;P
294565;AGR-ESPIRITO S. PINH;7090;P
294575;AGR-ITAPOLIS;4780;P
294580;AGR-MARIALVA;4768;P
294585;AGR-NOVA GRANADA;5801;P
294590;AGR-MARAU;8639;P
294595;AGR-NOVA PALMA;5051;P
294600;AGR-PIRACANJUBA;5701;P
294605;AGR-PRES. VENCESLAU;7085;P
294610;AGR-TIETE;4779;P
294615;AGR-VACARIA;5671;P
294620;AGR-TUPA;7086;P
294625;EST-ATIBAIA;4778;P
294630;EST-GUARATINGUETA;7083;P
294635;EST-UNESP BOTUCATU;7087;P
294645;MARACAJU PRIVATE;9309;P
294655;PONTA GROSSA PRIVATE;9313;P
294660;PRES PRUDENTE PVT;9303;P
294675;PJ-0357 IPIAU;3175;P
294680;PJ-0434 MANTENA;8684;P
294685;PJ-0737 TANGARA;8282;P
294690;PJ-0732 STO. AUGUSTO;8061;P
294695;PJ-0900 B. JESUS GO;8685;P
294700;PJ-0847 GOIOERE;8570;P
294705;PJ-1024 BARBALHA;8756;P
294710;PJ-1067 GUIMARANIA;8681;P
294715;PJ-1153 TAQ. NORTE;8075;P
294720;PJ-1056 DOMINGOS MAR;8755;P
294725;PJ-1791 CONCHAS;8058;P
294730;PJ-2051 EXTREMA;8672;P
294735;PJ-2056 FAXINAL;8571;P
294750;PJ-2200 JAGUARIUNA;8193;P
294755;PJ-2202 JAGUARUNA;8279;P
294760;PJ-2282 MARMELEIRO;8563;P
294770;PJ-2501 PRES.GETULIO;8126;P
294775;PJ-2567 SALVADOR SUL;8459;P
294785;PJ-2657 S.P. ALDEIA;8064;P
294790;PJ-2721 TERRA ROXA;8551;P
294795;PJ-2759 URUPES;8057;P
294800;PJ-2768 VERA CRUZ;8325;P
294805;PJ-3315 RIO OSTRAS;8505;P
294810;PJ-3535 CTO. INDUSTR;8455;P
294815;PJ-4290 SAO SILVANO;8702;P
294825;PJ-4337 VILA BRANCA;8319;P
294830;PJ-4547 NOVO REPARTI;8623;P
294835;PJ-5749 RIO SAO FCO.;8573;P
294840;EST-INV-8412-CENTRO;8527;P
294845;GECOR ING SALVAD M03;4902;P
294850;GECOR ING BH M03;4919;P
294855;GECOR ING RECIFE M03;4981;P
294865;GECOR ING BAURU M03;4957;P
294870;GECOR ING BELEM M02;4928;P
294875;GECOR ING CTBA M03;4939;P
294880;EST-AGR-0090-ARAGUAR;9076;P
294885;EST-AGR-2553-RONCADO;9075;P
294890;SOP-ILHEUS;8209;P
294895;PLT CORP BK MACAPA;3399;P
294900;FORUM TJSP ITAQUERA;6939;P
294905;EMBRAPA;1582;P
294910;URI/GESTAO DE INFORM;8627;P
294920;SAA-S.JOSE PALMEIRAS;2577;P
294935;GEINV/ASSE.INV.04;9777;P
294950;SOP-CALDAS;9024;P
294955;SOP-IRANI;9026;P
294975;SOP-S.MIGUEL ARCANJO;9014;P
294995;PLT CORP BK SERRA FL;3437;P
295000;PF-0123-AQUIDAUANAII;9127;P
295005;PF-0988-SILVANIA;9116;P
295015;DIMAC/RISCO DE REPUT;9984;P
295020;TRE-PA;3074;P
295030;TRE-BA;3385;P
295035;PLT CORP BK STA ROSA;5122;P
295040;ESC COMEX/MESA SPO;1884;P
295045;SOP-LINHARES;8516;P
295050;PAL.PLANALTO-2.ANDAR;3606;P
295055;DIFIN/GEPRO RJ;8557;P
295070;EA CORP/LC ATEND I;9080;P
295075;SOP-STO.ANTONIO PLA;4954;P
295080;USD/MONITOR SEG;9748;P
295090;ENCN ESPECIALIZADAII;9081;P
295100;AGRO-0182-IRATI;8548;P
295105;AGRO-4310-P.PAULISTA;7650;P
295110;AGRO-1422-ALTINOPOLI;7651;P
295115;AGRO-0444-GET VARGAS;8113;P
295120;AGRO-1481-AURIFLAMA;7649;P
295125;AGRO-2637-SAO J.IVAI;7628;P
295130;AGRO-5980-I. DO NORT;1977;P
295135;AGRO-0526-QUIRINOPOL;8089;P
295140;AGRO-0619-J. DE CAST;7640;P
295145;AGRO-2347-NOVA AUROR;8003;P
295150;AGRO-0156-ITUVERAVA;7647;P
295155;AGRO-3105-ENTRE-IJUI;9161;P
295160;AGRO-0355-APUCARANA;7630;P
295165;AGRO-3187-LAGUNA CAR;7621;P
295170;PJ-0059 SANTO AMARO;8163;P
295175;PJ-0259 PARANAGUA;7644;P
295180;PJ-2879 D.INDUSTRIAL;8606;P
295185;CRBB DF/AREA OP. SSA;7940;P
295190;UNIV EST. LONDRINA;3509;P
295210;ALT-GOV. VALADARES;8626;P
295215;ALT-BEBEDOURO;4392;P
295225;FORUM JALES;411;P
295230;FORUM TAQUARITINGA;257;P
295235;QUARTEL DOS AFLITOS;3459;P
295240;GERAT/GER INFRA;9262;P
295245;UPB/GEREX PRIVATE;9882;P
295250;EST-INV-4779-PIRACIC;5802;P
295255;EST-INV-4768-MARINGA;5756;P
295260;EST-INV-4897-SOROCAB;4895;P
295265;EST-INV-5751-S.MATEU;4690;P
295270;EST-INV-5801-AV.A.HA;8547;P
295280;EST-INV-8629-MT.GROS;1126;P
295285;CENOP NEG SPE/ORC;4011;P
295290;EST-INV-4725-S.JOAO;8412;P
295295;EST-INV-4476-IPANEMA;4344;P
295300;EST-INV-8611-TR.SUP.;5190;P
295305;ALT-VOLTA REDONDA;5086;P
295310;BALSAS PVT;9324;P
295315;PASSOS PVT;9323;P
295335;CENOP INT/INTERNAC02;5094;P
295340;FORUM ITAPEVI;2171;P
295345;FORUM TRABALHISTA;4015;P
295350;GECEM/GER ATOMIZACAO;8892;P
295355;DIVAR/GESTAO PESSOAS;8592;P
295360;GOIANA;560;P
295365;IEAV;7027;P
295375;SOP-CT.COM.BOMBINHAS;8946;P
295380;MINEIROS PVT;9327;P
295390;EXT-SUP PF SUL II;8380;P
295400;PLT-0032 VARGINHA;7633;P
295405;PLT-0092 PASSO FUNDO;5857;P
295410;PLT-0141 MARILIA;5925;P
295415;PLT-0231 BARREIRAS;5844;P
295420;PLT-0329 DUQUE DE CA;5093;P
295425;PLT-0352 MARINGA;5765;P
295430;PLT-0395 SETE LAGOAS;7626;P
295435;PLT-0403 VIDEIRA;5865;P
295440;PLT-0562 ITAPECURU M;3846;P
295445;PLT-3245 PARAUAPEBAS;1674;P
295450;PLT CORP BK GOV VAL;3398;P
295455;PJ-0204 ITUIUTABA;8695;P
295460;PJ-0224 CORN. PROCOP;7629;P
295465;PJ-0653 SAPIRANGA;314;P
295470;PJ-2365 OLINDA;1850;P
295475;PJ-2254 LOUVEIRA;9895;P
295480;PJ-4303 CABREUVA;9122;P
295485;PJ-7021 EST. DA UVA;9934;P
295490;PJ-3144 IBATE;3062;P
295495;GEPES NORDESTE - CE;8935;P
295500;GEPES SUL/SESMT - SC;9231;P
295505;SECEX/GER SEC. SP;8537;P
295515;PJ-2815 PIRITUBA;7042;P
295520;PJ-4290 SAO SILVANO;8180;P
295525;PJ-3238 OXFORD;8300;P
295530;PJ-1467 ARAUCARIA;8561;P
295535;DITEC/GESTI1/INT/SD3;9903;P
295540;PLT CORP BK MANAUS;3434;P
295545;CENOP A C CTB/CAD 6;1628;P
295550;UAN/EQ ATAC E INV 2;9968;P
295555;CENOP AC BH/C NAC 5;1616;P
295560;DIEMP/EQ ATEND IMOB;9973;P
295565;DITEC/UOS/GEINT;9905;P
295570;GCASH SPUB CO -GO/TO;9736;P
295575;SOP-ESC MUNICIPIO SC;4829;P
295580;NSP/GEPAR2;9240;P
295585;PAD/GMO;9252;P
295590;PROJETO/ATEND TEXTO;7979;P
295595;EXT-SUP OSASCO;8508;P
295600;EXT-SUP RIB.PRETO;8510;P
295615;CESUP AV PAT/BNDU;9055;P
295630;SOP-C BANK RIBEIRAO;4824;P
295635;DIRCO/GESTAO ORCAMEN;8550;P
295640;CADBB/GESTAO E INFRA;1901;P
295645;ASG/ESTR. GOVERNANCA;9720;P
295650;UNJ/GER EMPREST PJ;9089;P
295655;CRM/GER OTIMIZ OPORT;9045;P
295660;GEPES ATEND/CONVERSA;8910;P
295665;PLT CORP BK SERRA FL;4478;P
295670;GEVID/OUV. INTERNA;8474;P
295675;INOVA/GER AV PERFORM;9078;P
295680;PJ-0717 DIADEMA;8224;P
295685;PJ-1008 CARAPICUIBA;9796;P
295690;SUPER OP/NUC PROD;9079;P
295720;SOP-CORP. SANTA CRUZ;4901;P
295725;MPE/ORCAMENTO;9879;P
296040;QSQ-POL.FEDERAL-CACH;83;P
296140;6.BAT.POL.MILITAR-RN;128;P
296455;FORUM WENCESLAU BRAZ;308;P
296505;MEX-19.R C MEC;339;P
296625;FORUM SAO GONCALO;394;P
296670;SHOPPING DA MODA;428;P
296685;MEX-4.R C B;437;P
296710;COBRA;493;P
296860;CTA;672;P
297175;SPTRANS STA.RITA;1198;P
297220;FORUM SOBRADINHO;1226;P
297835;ASS.LEGISLATIVA-MT;2363;P
298100;FORUM CEILANDIA;5715;P
298150;TRT-MA;2953;P
298170;TJ-MA;2972;P
298205;TCE-PA;3024;P
298390;VICUNHA-NORDESTE I;3302;P
298640;UFMG-REITORIA;3610;P
298705;HOSP.JOAO B.BARRETO;3702;P
298820;JUSTICA FEDERAL-MS;2916;P
298895;TERM.ROD.S.J.DEL REI;162;P
299075;MEX-3.G A C AP;3058;P
299180;MRS;3139;P
299240;TCE-PI;1640;P
299380;SAO GOTARDO;725;P
299535;ECT-CTCE;3496;P
299735;PMDM-PARAJU;1056;P
300055;SOP-FOR.BLUMENAU;8340;P
300320;EXT-SUP SALVADOR;8485;P
300325;EXT-SUP G. VALADARES;8487;P
300330;EXT-SUP MARINGA;8488;P
300335;EXT-SUP PELOTAS;8490;P
300425;PM-DELMIRO GOUVEIA;1054;P
300535;DETRAN-PR-V.HAUER;2823;P
300625;SOP XAVIER TOLEDO;4866;P
300735;ALT-SHOPPING VITORIA;4726;P
300775;ALT-UFRJ;4332;P
300835;ALT-UFBA-ONDINA;1875;P
300840;ALT-JD.LARANJEIRAS;4476;P
300890;FORUM ESTREITO;8512;P
300960;ALT-BATISTA CAMPOS;1882;P
300980;ALT-TRT-BA-SALVADOR;4881;P
301005;ALT-TAMARINEIRA;4890;P
301020;ALT-VICENTE CARVALHO;4982;P
301025;ALT-TRT-SP;4893;P
301055;ALT-CALHAU;1878;P
301075;PM-CAMPOS GOYTACAZES;8721;P
301135;SOP-MARECHAL DEODORO;5712;P
301145;SOP-LEBLON;9012;P
301160;SOP-CASA VERDE;5717;P
301165;SOP-ESTACAO;4840;P
301235;SOP-ALENCASTRO;4828;P
301250;SOP-CIDADE JARDIM;4834;P
301255;SOP-CIDADE NOVA;4821;P
301260;ALT-FORUM BELO HORIZ;4888;P
301275;SOP-PRACA MAUA;4812;P
301310;SOP-PCA.BOSQUE-BOTUC;8341;P
301315;SOP-SERV INTEGRADO;4811;P
301320;SOP RAMOS;4820;P
301325;SOP-LEITAO DA SILVA;7816;P
301335;SOP-CEL.NIEDERAUER;8376;P
301340;SOP-ADRIANOPOLIS;4838;P
301365;SOP-BROOKLIN PAULIST;5696;P
301375;SOP-JORGE AMADO;5718;P
301380;SOP-IRMAND.NS.MERCES;8682;P
301385;SOP-AV.WASH.SOARES;7800;P
301395;AABB-RECIFE;7802;P
301430;SOP-CTO.COMERC.-CGR;7810;P
301435;SOP-NAZARE;7812;P
301445;SOP-ICARAI;7815;P
301450;SOP-BAIRRO NITEROI;7817;P
301465;SOP-AV.CILLO;7822;P
301475;SOP-PQ.IND.CUMBICA;7824;P
301485;SOP-AUTONOMISTAS;7827;P
301490;SOP-AV.PORTUGAL;7828;P
301515;SOP-PCA.SILV.ROMERO;4994;P
301520;SOP-BENFICA-MG;8349;P
301525;SOP-BORBOREMA;9417;P
301545;SOP-NACOES UNIDAS;8370;P
301560;SOP-AV.DR.E.PESSOA;8384;P
301580;SOP-PARQUE DA UVA;8350;P
301585;SOP-VILA IMPERIAL SP;8387;P
301600;SOP-AV.BRASIL-RBR;8374;P
301630;SOP-BORBOREMA;8717;P
301690;SOP-IAPAR;8351;P
301695;SOP-JARDINS-ARACAJU;8330;P
301750;FORUM SALESOPOLIS;1645;P
301755;FORUM MIRACATU;2302;P
301785;SOP-TRT MOSSORO;8360;P
301790;SOP-13.CIRETRAN-PR;8359;P
301795;SOP-CASA INDUSTRIA;8353;P
301805;SOP-B.INDUSTRIAL;8344;P
301810;SOP-SAO PELEGRINO;8343;P
301830;SOP-UFSCAR;8385;P
301835;SOP-SAO JOAO;8331;P
301870;ALT-TJ-SC;4772;P
301910;DEINT 7 DEL.SEC.POL.;6522;P
301930;32.BAT.POL.MIL-SP;6570;P
301970;CRUZEIRO DO SUL;6819;P
301995;SOP-BAIRRO IPIRANGA;4824;P
302070;SOP AURENY III;8364;P
